case_id,case_family,document_type,ambiguity_level,missingness_level,noise_level,conflict_level,document_complexity,domain_risk,evidence_strength,ambiguity_bucket,direct_hallucination,casulo_hallucination,hallucination_reduction,residual_delta_index,delta_control_score,evidence_coverage,invented_fields,unsupported_fields,decision
SEED-202-STOCH-0057-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,26,74,45,83,5,medium,41,A1_low,79,26,53,66,86,39,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0058-PARSER_DOCUMENTAL,parser_documental,email_request,33,87,17,11,4,medium,49,A1_low,66,21,45,56,89,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0059-PARSER_DOCUMENTAL,parser_documental,form_record,56,70,37,94,2,low,35,A2_medium,65,20,45,74,84,32,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0060-PARSER_DOCUMENTAL,parser_documental,form_record,3,4,77,49,5,low,79,A0_very_low,47,16,31,17,88,77,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0061-SOFTWARE_REVIEW,software_review,test_report,38,39,76,60,4,medium,53,A1_low,92,29,63,47,86,49,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0062-PARSER_DOCUMENTAL,parser_documental,email_request,54,15,17,34,2,medium,73,A2_medium,53,16,37,30,88,70,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0063-SOFTWARE_REVIEW,software_review,repo_summary,49,40,74,44,2,high,53,A2_medium,99,29,70,46,86,49,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0064-RULE_EXTRACTION,rule_extraction,procedure,89,80,23,55,5,medium,31,A4_extreme,100,40,60,77,84,27,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0065-RULE_EXTRACTION,rule_extraction,acceptance_criteria,75,62,29,6,1,medium,49,A3_high,85,24,61,53,88,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0066-SOFTWARE_REVIEW,software_review,incident_log,72,82,28,97,4,medium,27,A3_high,100,37,63,85,83,23,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0067-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,72,38,29,64,5,medium,51,A3_high,98,32,66,54,85,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0068-SOFTWARE_REVIEW,software_review,repo_summary,17,67,54,62,4,medium,49,A0_very_low,89,29,60,55,88,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0069-RULE_EXTRACTION,rule_extraction,business_rule_sheet,60,85,70,60,1,high,28,A2_medium,100,36,64,75,83,24,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0070-RULE_EXTRACTION,rule_extraction,business_rule_sheet,11,95,50,91,1,medium,34,A0_very_low,91,27,64,75,85,32,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0071-AUDIT_DOCUMENTAL,audit_documental,policy_audit,2,62,95,65,5,high,48,A0_very_low,100,35,65,51,87,45,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0072-SOFTWARE_REVIEW,software_review,test_report,88,89,14,83,4,medium,24,A4_extreme,100,38,62,88,82,20,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0073-PARSER_DOCUMENTAL,parser_documental,form_record,31,59,38,71,5,medium,50,A1_low,74,24,50,57,87,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0074-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,34,77,24,33,2,medium,49,A1_low,76,23,53,57,89,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0075-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,55,53,22,83,1,medium,47,A2_medium,82,24,58,62,86,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0076-PARSER_DOCUMENTAL,parser_documental,service_intake,52,46,98,29,4,low,48,A2_medium,63,20,43,46,86,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0077-RULE_EXTRACTION,rule_extraction,policy,94,42,39,23,5,medium,49,A4_extreme,100,35,65,52,86,44,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0078-RULE_EXTRACTION,rule_extraction,acceptance_criteria,77,73,28,76,3,medium,33,A3_high,100,35,65,76,84,29,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0079-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,90,2,24,71,4,medium,63,A4_extreme,91,29,62,42,84,59,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0080-SOFTWARE_REVIEW,software_review,repo_summary,8,92,96,54,5,high,35,A0_very_low,100,39,61,65,85,32,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0081-PARSER_DOCUMENTAL,parser_documental,checklist,97,48,96,69,3,low,30,A4_extreme,76,23,53,69,81,23,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0082-SOFTWARE_REVIEW,software_review,incident_log,34,43,7,79,3,high,60,A1_low,96,30,66,50,88,58,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0083-SOFTWARE_REVIEW,software_review,repo_summary,41,97,24,92,5,medium,29,A2_medium,100,37,63,83,84,27,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0084-PARSER_DOCUMENTAL,parser_documental,checklist,9,80,85,13,5,low,48,A0_very_low,58,19,39,49,89,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0085-SOFTWARE_REVIEW,software_review,test_report,34,25,92,90,3,medium,53,A1_low,90,28,62,46,84,49,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0086-PARSER_DOCUMENTAL,parser_documental,email_request,93,12,28,99,2,low,53,A4_extreme,63,19,44,55,82,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0087-AUDIT_DOCUMENTAL,audit_documental,policy_audit,70,60,23,3,3,medium,52,A3_high,82,25,57,49,89,49,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0088-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,48,75,99,29,2,high,36,A2_medium,100,32,68,60,85,31,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0089-PARSER_DOCUMENTAL,parser_documental,email_request,10,47,70,13,5,medium,64,A0_very_low,60,20,40,32,90,62,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0090-SOFTWARE_REVIEW,software_review,repo_summary,18,67,31,61,5,high,52,A0_very_low,100,35,65,55,89,50,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0091-SOFTWARE_REVIEW,software_review,release_notes,41,46,8,2,2,medium,68,A2_medium,65,19,46,34,91,66,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0092-SOFTWARE_REVIEW,software_review,test_report,95,13,39,77,1,high,53,A4_extreme,100,31,69,51,83,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0093-PARSER_DOCUMENTAL,parser_documental,service_intake,60,97,87,1,1,low,29,A2_medium,60,18,42,67,85,24,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0094-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,12,54,33,36,4,high,63,A0_very_low,85,27,58,40,90,62,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0095-RULE_EXTRACTION,rule_extraction,acceptance_criteria,53,59,70,12,4,high,48,A2_medium,100,36,64,48,87,44,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0096-SOFTWARE_REVIEW,software_review,release_notes,52,57,78,16,3,medium,48,A2_medium,89,27,62,48,87,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0097-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,74,93,65,41,1,medium,24,A3_high,96,28,68,78,83,19,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0098-RULE_EXTRACTION,rule_extraction,procedure,82,77,65,19,5,high,33,A4_extreme,100,45,55,66,85,28,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0099-SOFTWARE_REVIEW,software_review,repo_summary,35,4,39,82,2,high,72,A1_low,84,25,59,32,86,69,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0100-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,87,85,14,71,2,low,28,A4_extreme,70,21,49,83,83,24,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0101-RULE_EXTRACTION,rule_extraction,policy,10,73,53,59,4,medium,48,A0_very_low,91,29,62,56,88,46,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0102-RULE_EXTRACTION,rule_extraction,procedure,85,38,93,7,3,high,47,A4_extreme,100,36,64,45,85,41,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0103-RULE_EXTRACTION,rule_extraction,acceptance_criteria,22,56,18,59,3,medium,58,A1_low,82,25,57,49,89,57,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0104-PARSER_DOCUMENTAL,parser_documental,email_request,25,91,2,78,3,medium,41,A1_low,70,22,48,72,87,40,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0105-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,51,87,92,44,3,high,28,A2_medium,100,36,64,71,84,23,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0106-AUDIT_DOCUMENTAL,audit_documental,policy_audit,94,41,92,99,1,high,30,A4_extreme,100,36,64,72,80,23,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0107-AUDIT_DOCUMENTAL,audit_documental,policy_audit,69,14,97,38,4,medium,57,A3_high,90,29,61,37,84,51,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0108-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,86,48,73,48,4,medium,39,A4_extreme,84,27,57,60,84,33,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0109-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,49,90,19,55,5,high,37,A2_medium,100,39,61,72,86,34,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0110-RULE_EXTRACTION,rule_extraction,business_rule_sheet,63,90,17,12,1,high,40,A3_high,100,30,70,65,87,37,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0111-RULE_EXTRACTION,rule_extraction,procedure,51,9,73,75,2,high,61,A2_medium,100,30,70,38,84,57,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0112-RULE_EXTRACTION,rule_extraction,procedure,34,3,54,17,5,high,80,A1_low,90,30,60,16,89,77,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0113-SOFTWARE_REVIEW,software_review,repo_summary,59,16,28,41,3,high,68,A2_medium,92,28,64,34,87,65,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0114-RULE_EXTRACTION,rule_extraction,policy,94,12,17,40,4,high,63,A4_extreme,100,36,64,40,86,59,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0115-SOFTWARE_REVIEW,software_review,incident_log,67,98,90,76,3,medium,15,A3_high,100,37,63,88,80,10,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0116-RULE_EXTRACTION,rule_extraction,acceptance_criteria,62,8,96,87,1,high,54,A3_high,100,31,69,44,82,49,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0117-SOFTWARE_REVIEW,software_review,incident_log,58,10,68,29,4,medium,67,A2_medium,84,26,58,29,86,63,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0118-RULE_EXTRACTION,rule_extraction,procedure,46,1,25,40,2,high,79,A2_medium,80,23,57,23,88,76,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0119-SOFTWARE_REVIEW,software_review,incident_log,97,94,34,71,5,high,18,A4_extreme,100,49,51,91,81,13,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0120-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,46,33,31,49,2,high,62,A2_medium,85,25,60,41,88,59,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0121-SOFTWARE_REVIEW,software_review,test_report,19,3,90,0,2,medium,81,A0_very_low,56,16,40,9,89,78,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0122-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,53,44,67,36,4,low,52,A2_medium,61,19,42,47,86,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0123-RULE_EXTRACTION,rule_extraction,procedure,89,13,11,65,1,high,61,A4_extreme,100,29,71,45,85,57,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0124-AUDIT_DOCUMENTAL,audit_documental,policy_audit,54,12,44,20,4,high,72,A2_medium,88,28,60,26,88,69,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0125-RULE_EXTRACTION,rule_extraction,acceptance_criteria,26,18,54,41,2,high,72,A1_low,81,24,57,27,88,69,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0126-RULE_EXTRACTION,rule_extraction,acceptance_criteria,22,84,92,63,3,medium,34,A1_low,100,31,69,67,85,30,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0127-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,22,51,46,8,4,high,64,A1_low,84,27,57,35,90,62,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0128-PARSER_DOCUMENTAL,parser_documental,checklist,21,84,15,29,1,low,51,A1_low,46,13,33,56,90,50,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0129-SOFTWARE_REVIEW,software_review,incident_log,40,49,74,38,5,high,52,A1_low,100,37,63,47,87,48,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0130-RULE_EXTRACTION,rule_extraction,procedure,69,20,74,29,3,medium,59,A3_high,91,28,63,37,85,54,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0131-RULE_EXTRACTION,rule_extraction,procedure,56,38,40,23,3,medium,60,A2_medium,85,26,59,40,88,57,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0132-RULE_EXTRACTION,rule_extraction,acceptance_criteria,4,35,38,46,3,high,71,A0_very_low,81,25,56,31,90,70,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0133-PARSER_DOCUMENTAL,parser_documental,email_request,37,80,32,78,1,medium,39,A1_low,67,20,47,70,86,37,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0134-RULE_EXTRACTION,rule_extraction,procedure,10,84,92,52,4,medium,39,A0_very_low,99,32,67,61,86,36,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0135-RULE_EXTRACTION,rule_extraction,procedure,50,64,53,23,3,high,48,A2_medium,100,33,67,52,88,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0136-SOFTWARE_REVIEW,software_review,test_report,69,74,3,96,2,medium,35,A3_high,100,30,70,79,85,32,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0137-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,51,75,14,62,3,low,43,A2_medium,62,19,43,67,87,41,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0138-RULE_EXTRACTION,rule_extraction,procedure,75,64,21,80,3,medium,38,A3_high,100,34,66,72,85,34,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0139-SOFTWARE_REVIEW,software_review,test_report,52,59,23,88,3,medium,44,A2_medium,96,30,66,66,86,41,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0140-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,74,13,33,47,4,medium,64,A3_high,69,22,47,38,86,60,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0141-AUDIT_DOCUMENTAL,audit_documental,policy_audit,37,41,51,90,3,high,52,A1_low,100,31,69,54,85,49,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0142-RULE_EXTRACTION,rule_extraction,procedure,16,92,0,66,2,medium,45,A0_very_low,84,25,59,67,88,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0143-SOFTWARE_REVIEW,software_review,test_report,13,7,20,0,5,high,91,A0_very_low,69,23,46,7,92,90,0,0,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0144-RULE_EXTRACTION,rule_extraction,policy,4,18,4,9,4,high,89,A0_very_low,66,21,45,13,93,89,0,0,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0145-RULE_EXTRACTION,rule_extraction,business_rule_sheet,34,3,2,13,5,medium,88,A1_low,68,22,46,13,91,87,0,0,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0146-PARSER_DOCUMENTAL,parser_documental,checklist,65,26,68,86,5,low,49,A3_high,70,23,47,53,83,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0147-RULE_EXTRACTION,rule_extraction,acceptance_criteria,81,97,1,74,4,medium,25,A4_extreme,100,38,62,88,83,22,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0148-PARSER_DOCUMENTAL,parser_documental,form_record,58,50,45,100,1,medium,42,A2_medium,71,21,50,66,84,38,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0149-PARSER_DOCUMENTAL,parser_documental,checklist,66,100,88,23,3,low,22,A3_high,71,22,49,76,83,17,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0150-PARSER_DOCUMENTAL,parser_documental,service_intake,57,51,17,67,1,low,51,A2_medium,54,16,38,57,87,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0151-AUDIT_DOCUMENTAL,audit_documental,policy_audit,25,8,50,10,4,medium,82,A1_low,62,20,42,14,90,80,0,0,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0152-RULE_EXTRACTION,rule_extraction,policy,56,9,45,97,1,high,61,A2_medium,99,28,71,44,84,57,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0153-SOFTWARE_REVIEW,software_review,repo_summary,62,66,63,77,4,medium,34,A3_high,100,35,65,70,84,30,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0154-SOFTWARE_REVIEW,software_review,repo_summary,0,11,28,28,2,high,87,A0_very_low,57,16,41,13,91,86,0,0,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0155-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,61,53,76,0,3,medium,50,A3_high,83,26,57,44,87,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0156-RULE_EXTRACTION,rule_extraction,acceptance_criteria,45,90,84,75,1,medium,25,A2_medium,100,31,69,78,83,21,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0157-RULE_EXTRACTION,rule_extraction,procedure,47,55,56,73,4,high,45,A2_medium,100,39,61,60,85,41,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0158-PARSER_DOCUMENTAL,parser_documental,email_request,28,65,42,68,2,low,48,A1_low,55,16,39,58,87,46,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0159-RULE_EXTRACTION,rule_extraction,acceptance_criteria,91,93,90,5,1,high,22,A4_extreme,100,37,63,74,83,16,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0160-PARSER_DOCUMENTAL,parser_documental,email_request,24,18,58,42,5,low,71,A1_low,52,17,35,27,88,68,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0161-PARSER_DOCUMENTAL,parser_documental,form_record,62,83,60,8,5,low,37,A3_high,69,22,47,62,86,33,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0162-AUDIT_DOCUMENTAL,audit_documental,policy_audit,88,11,40,20,3,medium,65,A4_extreme,81,25,56,34,86,60,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0163-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,58,0,66,48,4,high,69,A2_medium,95,30,65,28,85,65,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0164-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,15,32,81,26,4,medium,66,A0_very_low,72,23,49,29,89,63,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0165-SOFTWARE_REVIEW,software_review,release_notes,24,40,62,65,3,medium,57,A1_low,81,25,56,45,87,54,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0166-PARSER_DOCUMENTAL,parser_documental,form_record,29,28,48,80,4,low,61,A1_low,56,18,38,43,86,58,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0167-SOFTWARE_REVIEW,software_review,test_report,10,89,85,20,5,high,42,A0_very_low,100,36,64,55,87,39,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0168-RULE_EXTRACTION,rule_extraction,acceptance_criteria,28,26,29,42,5,medium,71,A1_low,83,27,56,32,89,69,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0169-PARSER_DOCUMENTAL,parser_documental,form_record,23,11,33,90,3,medium,71,A1_low,57,18,39,35,87,69,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0170-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,25,58,32,89,3,high,50,A1_low,99,31,68,59,87,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0171-SOFTWARE_REVIEW,software_review,test_report,40,20,46,10,3,medium,73,A1_low,69,21,48,24,89,70,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0172-PARSER_DOCUMENTAL,parser_documental,checklist,0,39,68,87,5,medium,60,A0_very_low,67,22,45,44,87,58,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0173-RULE_EXTRACTION,rule_extraction,policy,71,81,24,22,1,high,39,A3_high,100,31,69,65,87,35,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0174-PARSER_DOCUMENTAL,parser_documental,checklist,0,33,72,53,4,low,67,A0_very_low,49,16,33,32,88,65,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0175-SOFTWARE_REVIEW,software_review,incident_log,91,66,13,14,3,medium,44,A4_extreme,96,29,67,60,87,40,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0176-PARSER_DOCUMENTAL,parser_documental,email_request,95,4,61,39,3,low,60,A4_extreme,60,18,42,37,84,54,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0177-RULE_EXTRACTION,rule_extraction,policy,36,40,47,75,2,high,55,A1_low,100,30,70,50,86,52,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-202-STOCH-0178-PARSER_DOCUMENTAL,parser_documental,form_record,42,96,34,25,2,medium,38,A2_medium,68,20,48,67,87,35,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
