case_id,case_family,document_type,ambiguity_level,missingness_level,noise_level,conflict_level,document_complexity,domain_risk,evidence_strength,synthetic_profile,blocked_outputs
STOCH-0134-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,6,46,5,64,3,high,68,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0135-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,12,18,46,81,5,low,70,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0136-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,52,55,1,87,1,high,50,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0137-RULE_EXTRACTION,rule_extraction,business_rule_sheet,45,95,48,66,5,high,29,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0138-AUDIT_DOCUMENTAL,audit_documental,policy_audit,58,89,57,95,1,medium,23,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0139-SOFTWARE_REVIEW,software_review,repo_summary,89,94,46,5,2,high,28,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0140-SOFTWARE_REVIEW,software_review,repo_summary,49,35,76,91,5,medium,47,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0141-PARSER_DOCUMENTAL,parser_documental,email_request,92,11,95,92,2,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0142-PARSER_DOCUMENTAL,parser_documental,email_request,29,10,90,15,3,low,73,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0143-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,13,42,70,91,3,medium,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0144-PARSER_DOCUMENTAL,parser_documental,checklist,30,98,4,96,5,low,34,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0145-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,96,55,82,1,5,medium,39,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0146-RULE_EXTRACTION,rule_extraction,procedure,45,94,13,99,5,medium,30,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0147-SOFTWARE_REVIEW,software_review,incident_log,49,1,45,33,2,medium,76,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0148-PARSER_DOCUMENTAL,parser_documental,checklist,70,95,57,1,5,medium,32,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0149-PARSER_DOCUMENTAL,parser_documental,email_request,86,86,32,28,4,low,31,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0150-RULE_EXTRACTION,rule_extraction,acceptance_criteria,44,57,33,76,4,high,47,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0151-SOFTWARE_REVIEW,software_review,incident_log,7,56,99,10,4,medium,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0152-PARSER_DOCUMENTAL,parser_documental,form_record,40,37,33,68,5,low,59,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0153-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,48,69,99,14,3,high,40,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0154-RULE_EXTRACTION,rule_extraction,acceptance_criteria,85,100,80,70,4,medium,12,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0155-RULE_EXTRACTION,rule_extraction,procedure,2,38,88,39,4,medium,64,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0156-RULE_EXTRACTION,rule_extraction,policy,50,69,50,37,5,high,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0157-SOFTWARE_REVIEW,software_review,repo_summary,0,61,14,11,5,medium,69,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0158-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,46,44,31,47,1,low,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0159-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,86,84,50,75,2,medium,22,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0160-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,88,5,32,42,2,low,65,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0161-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,66,38,79,91,3,high,41,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0162-PARSER_DOCUMENTAL,parser_documental,email_request,17,36,71,43,4,low,63,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0163-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,52,43,90,82,5,high,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0164-PARSER_DOCUMENTAL,parser_documental,email_request,89,42,18,1,1,low,56,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0165-RULE_EXTRACTION,rule_extraction,acceptance_criteria,63,92,99,67,4,high,18,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0166-RULE_EXTRACTION,rule_extraction,policy,63,100,86,31,5,high,22,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0167-SOFTWARE_REVIEW,software_review,test_report,61,4,62,31,2,high,69,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0168-PARSER_DOCUMENTAL,parser_documental,checklist,47,9,9,55,2,low,75,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0169-RULE_EXTRACTION,rule_extraction,procedure,89,98,87,73,4,medium,10,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0170-RULE_EXTRACTION,rule_extraction,policy,19,14,24,60,2,medium,77,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0171-SOFTWARE_REVIEW,software_review,test_report,92,71,8,42,1,high,38,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0172-SOFTWARE_REVIEW,software_review,test_report,91,84,42,10,4,medium,32,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0173-RULE_EXTRACTION,rule_extraction,business_rule_sheet,86,44,94,21,2,medium,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0174-PARSER_DOCUMENTAL,parser_documental,checklist,6,76,57,93,2,low,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0175-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,26,58,75,59,3,low,48,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0176-SOFTWARE_REVIEW,software_review,release_notes,43,1,57,97,5,medium,66,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0177-PARSER_DOCUMENTAL,parser_documental,checklist,52,47,41,70,2,low,50,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0178-SOFTWARE_REVIEW,software_review,repo_summary,70,76,36,43,4,high,37,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0179-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,89,44,6,55,5,medium,49,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0180-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,33,60,94,86,5,medium,38,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0181-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,99,99,92,58,4,medium,9,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0182-RULE_EXTRACTION,rule_extraction,procedure,14,11,49,99,1,high,70,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0183-PARSER_DOCUMENTAL,parser_documental,service_intake,70,19,81,73,5,medium,51,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0184-SOFTWARE_REVIEW,software_review,incident_log,3,68,83,35,4,medium,51,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0185-RULE_EXTRACTION,rule_extraction,acceptance_criteria,61,29,63,34,5,medium,58,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0186-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,25,91,52,11,5,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0187-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,34,12,70,96,2,high,62,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0188-PARSER_DOCUMENTAL,parser_documental,email_request,100,22,86,2,4,medium,52,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0189-RULE_EXTRACTION,rule_extraction,acceptance_criteria,3,48,86,24,2,medium,62,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0190-SOFTWARE_REVIEW,software_review,test_report,42,28,36,31,3,high,67,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0191-SOFTWARE_REVIEW,software_review,incident_log,50,93,95,44,1,high,25,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0192-SOFTWARE_REVIEW,software_review,release_notes,99,14,60,43,1,high,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0193-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,32,52,35,26,2,medium,60,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0194-SOFTWARE_REVIEW,software_review,incident_log,40,41,14,50,3,high,62,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0195-PARSER_DOCUMENTAL,parser_documental,email_request,31,40,88,18,5,low,59,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0196-RULE_EXTRACTION,rule_extraction,policy,41,22,53,67,3,high,62,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0197-RULE_EXTRACTION,rule_extraction,policy,2,38,31,66,3,medium,68,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0198-RULE_EXTRACTION,rule_extraction,procedure,73,35,33,74,5,high,50,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0199-SOFTWARE_REVIEW,software_review,repo_summary,96,13,9,81,2,medium,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0200-SOFTWARE_REVIEW,software_review,repo_summary,66,73,72,70,3,medium,30,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0201-PARSER_DOCUMENTAL,parser_documental,checklist,54,23,54,87,1,low,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0202-SOFTWARE_REVIEW,software_review,test_report,24,1,88,39,3,medium,75,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0203-PARSER_DOCUMENTAL,parser_documental,service_intake,43,96,75,83,5,medium,23,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0204-SOFTWARE_REVIEW,software_review,test_report,27,59,60,24,5,high,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0205-RULE_EXTRACTION,rule_extraction,business_rule_sheet,37,15,48,44,2,high,71,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0206-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,72,78,12,57,2,high,37,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0207-PARSER_DOCUMENTAL,parser_documental,service_intake,41,86,72,5,4,low,40,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0208-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,88,100,75,31,3,high,18,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0209-AUDIT_DOCUMENTAL,audit_documental,policy_audit,53,26,48,62,2,high,59,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0210-RULE_EXTRACTION,rule_extraction,business_rule_sheet,63,57,35,13,4,high,52,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0211-SOFTWARE_REVIEW,software_review,incident_log,2,82,32,96,4,high,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0212-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,22,79,22,89,1,medium,43,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0213-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,95,82,39,54,5,medium,26,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0214-PARSER_DOCUMENTAL,parser_documental,email_request,33,16,58,47,5,low,69,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0215-PARSER_DOCUMENTAL,parser_documental,form_record,51,98,85,43,2,medium,24,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0216-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,59,18,54,51,3,medium,62,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0217-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,66,63,82,68,2,high,33,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0218-RULE_EXTRACTION,rule_extraction,procedure,82,87,89,19,3,high,25,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0219-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,66,47,10,61,1,medium,52,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0220-RULE_EXTRACTION,rule_extraction,policy,45,62,24,37,4,high,52,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0221-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,56,97,26,56,1,medium,31,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0222-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,44,55,18,50,4,low,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0223-SOFTWARE_REVIEW,software_review,incident_log,10,51,33,28,2,high,66,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0224-PARSER_DOCUMENTAL,parser_documental,checklist,18,10,51,16,2,medium,81,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0225-SOFTWARE_REVIEW,software_review,repo_summary,35,6,54,10,4,high,79,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0226-SOFTWARE_REVIEW,software_review,test_report,61,91,97,36,4,medium,24,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0227-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,8,25,5,2,2,medium,86,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0228-SOFTWARE_REVIEW,software_review,incident_log,14,17,38,59,2,medium,75,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0229-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,60,50,56,44,2,high,48,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0230-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,79,92,53,69,4,high,21,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0231-SOFTWARE_REVIEW,software_review,test_report,85,9,1,27,2,medium,71,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0232-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,52,45,10,100,1,medium,51,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0233-SOFTWARE_REVIEW,software_review,incident_log,71,62,45,72,2,medium,37,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0234-PARSER_DOCUMENTAL,parser_documental,email_request,99,55,80,98,5,medium,24,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0235-PARSER_DOCUMENTAL,parser_documental,email_request,69,59,32,7,2,low,51,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0236-RULE_EXTRACTION,rule_extraction,business_rule_sheet,73,53,87,81,3,high,33,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0237-PARSER_DOCUMENTAL,parser_documental,email_request,20,56,54,55,3,medium,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0238-SOFTWARE_REVIEW,software_review,release_notes,69,25,46,64,2,medium,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0239-PARSER_DOCUMENTAL,parser_documental,form_record,43,73,21,12,2,medium,52,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0240-RULE_EXTRACTION,rule_extraction,procedure,70,26,90,91,3,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0241-RULE_EXTRACTION,rule_extraction,procedure,99,15,48,77,4,medium,50,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0242-RULE_EXTRACTION,rule_extraction,procedure,3,91,86,9,3,medium,45,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0243-AUDIT_DOCUMENTAL,audit_documental,policy_audit,29,33,76,83,1,medium,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0244-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,31,85,8,74,4,low,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0245-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,48,54,70,22,4,medium,50,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0246-SOFTWARE_REVIEW,software_review,test_report,45,16,10,83,4,medium,68,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0247-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,44,46,70,89,2,medium,45,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0248-SOFTWARE_REVIEW,software_review,repo_summary,43,19,42,31,3,high,70,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0249-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,27,69,99,27,1,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0250-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,90,86,49,49,5,low,25,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0251-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,6,40,9,21,1,high,76,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0252-RULE_EXTRACTION,rule_extraction,business_rule_sheet,63,96,7,95,3,medium,26,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0253-SOFTWARE_REVIEW,software_review,test_report,54,19,55,96,1,medium,56,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0254-SOFTWARE_REVIEW,software_review,repo_summary,42,36,53,82,3,medium,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0255-SOFTWARE_REVIEW,software_review,incident_log,43,42,0,5,3,medium,70,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0256-RULE_EXTRACTION,rule_extraction,procedure,27,94,18,48,2,high,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0257-RULE_EXTRACTION,rule_extraction,acceptance_criteria,62,17,85,30,3,high,60,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0258-RULE_EXTRACTION,rule_extraction,policy,56,37,2,19,5,medium,67,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0259-SOFTWARE_REVIEW,software_review,release_notes,66,57,43,34,5,medium,47,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0260-AUDIT_DOCUMENTAL,audit_documental,policy_audit,49,58,49,54,5,medium,47,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0261-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,70,40,98,2,3,high,50,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0262-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,49,18,35,91,3,high,61,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0263-SOFTWARE_REVIEW,software_review,test_report,42,28,60,56,3,medium,60,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0264-SOFTWARE_REVIEW,software_review,repo_summary,71,1,24,31,3,high,74,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0265-AUDIT_DOCUMENTAL,audit_documental,policy_audit,32,7,9,77,2,medium,76,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0266-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,81,95,88,49,4,high,17,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0267-RULE_EXTRACTION,rule_extraction,policy,54,77,49,8,4,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
